"","Year","Month","Rain","Site","Spring"
"1310","2000","9",33,"Cowangie",1
"1311","2000","10",35.8,"Cowangie",1
"1312","2000","11",15.8,"Cowangie",1
"1313","2000","12",36.8,"Cowangie",1
"1314","2001","1",0,"Cowangie",0
"1315","2001","2",9.2,"Cowangie",0
"1316","2001","3",18.6,"Cowangie",0
"1317","2001","4",6.6,"Cowangie",0
"1318","2001","5",20.2,"Cowangie",0
"1319","2001","6",28.4,"Cowangie",0
"1320","2001","7",24.8,"Cowangie",1
"1321","2001","8",37.2,"Cowangie",1
"1322","2001","9",50,"Cowangie",1
"1323","2001","10",45.2,"Cowangie",1
"1324","2001","11",15.2,"Cowangie",1
"1325","2001","12",3.2,"Cowangie",1
"1326","2002","1",12.4,"Cowangie",0
"1327","2002","2",9,"Cowangie",0
"1328","2002","3",2.6,"Cowangie",0
"1329","2002","4",13.2,"Cowangie",0
"1330","2002","5",19,"Cowangie",0
"1331","2002","6",33,"Cowangie",0
"1332","2002","7",9.4,"Cowangie",1
"1333","2002","8",11.2,"Cowangie",1
"1334","2002","9",18.6,"Cowangie",1
"1335","2002","10",4,"Cowangie",1
"1336","2002","11",21.4,"Cowangie",1
"1337","2002","12",19.6,"Cowangie",1
"1338","2003","1",0,"Cowangie",0
"1339","2003","2",51.6,"Cowangie",0
"1340","2003","3",0,"Cowangie",0
"1341","2003","4",10.8,"Cowangie",0
"1342","2003","5",31.4,"Cowangie",0
"1343","2003","6",50.4,"Cowangie",0
"1344","2003","7",28.2,"Cowangie",1
"1345","2003","8",58.8,"Cowangie",1
"1346","2003","9",24.6,"Cowangie",1
"1347","2003","10",40.6,"Cowangie",1
"1348","2003","11",8.2,"Cowangie",1
"1349","2003","12",19.6,"Cowangie",1
"1350","2004","1",4.4,"Cowangie",0
"1351","2004","2",9,"Cowangie",0
"1352","2004","3",5.8,"Cowangie",0
"1353","2004","4",1.2,"Cowangie",0
"1354","2004","5",17.2,"Cowangie",0
"1355","2004","6",37.2,"Cowangie",0
"1356","2004","7",27.4,"Cowangie",1
"1357","2004","8",52.2,"Cowangie",1
"1358","2004","9",29.8,"Cowangie",1
"1359","2004","10",6.4,"Cowangie",1
"1360","2004","11",54.8,"Cowangie",1
"1361","2004","12",54.8,"Cowangie",1
"1362","2005","1",42.4,"Cowangie",0
"1363","2005","2",4,"Cowangie",0
"1364","2005","3",3.8,"Cowangie",0
"1365","2005","4",14.2,"Cowangie",0
"1366","2005","5",1.2,"Cowangie",0
"1367","2005","6",51,"Cowangie",0
"1368","2005","7",18,"Cowangie",1
"1369","2005","8",22,"Cowangie",1
"1370","2005","9",34.6,"Cowangie",1
"1371","2005","10",74.8,"Cowangie",1
"1372","2005","11",11.4,"Cowangie",1
"1373","2005","12",16.8,"Cowangie",1
"1374","2006","1",28.6,"Cowangie",0
"1375","2006","2",1,"Cowangie",0
"1376","2006","3",5.4,"Cowangie",0
"1377","2006","4",49.8,"Cowangie",0
"1378","2006","5",22.6,"Cowangie",0
"1379","2006","6",2.4,"Cowangie",0
"1380","2006","7",43.8,"Cowangie",1
"1381","2006","8",4,"Cowangie",1
"1382","2006","9",16,"Cowangie",1
"1383","2006","10",0,"Cowangie",1
"1384","2006","11",20.4,"Cowangie",1
"1385","2006","12",1.2,"Cowangie",1
"1386","2007","1",92.6,"Cowangie",0
"1387","2007","2",13.4,"Cowangie",0
"1388","2007","3",27.6,"Cowangie",0
"1389","2007","4",53.4,"Cowangie",0
"1390","2007","5",29.6,"Cowangie",0
"1391","2007","6",15.4,"Cowangie",0
"1392","2007","7",50,"Cowangie",1
"1393","2007","8",5,"Cowangie",1
"1394","2007","9",10,"Cowangie",1
"1395","2007","10",8.4,"Cowangie",1
"1396","2007","11",26.2,"Cowangie",1
"1397","2007","12",13.8,"Cowangie",1
"1398","2008","1",36,"Cowangie",0
"1399","2008","2",0.4,"Cowangie",0
"1400","2008","3",19.4,"Cowangie",0
"1401","2008","4",9.8,"Cowangie",0
"1402","2008","5",28.6,"Cowangie",0
"1403","2008","6",20,"Cowangie",0
"1404","2008","7",32.8,"Cowangie",1
"1405","2008","8",31.8,"Cowangie",1
"1406","2008","9",8.8,"Cowangie",1
"1407","2008","10",10.2,"Cowangie",1
"1408","2008","11",16.8,"Cowangie",1
"1409","2008","12",46.2,"Cowangie",1
"1410","2009","1",0,"Cowangie",0
"1411","2009","2",0,"Cowangie",0
"1412","2009","3",9.6,"Cowangie",0
"1413","2009","4",31.8,"Cowangie",0
"1414","2009","5",29.4,"Cowangie",0
"1415","2009","6",41.8,"Cowangie",0
"1416","2009","7",30.6,"Cowangie",1
"1417","2009","8",21.2,"Cowangie",1
"1418","2009","9",58,"Cowangie",1
"1419","2009","10",14.8,"Cowangie",1
"1420","2009","11",68,"Cowangie",1
"1421","2009","12",27.6,"Cowangie",1
"1422","2010","1",8.4,"Cowangie",0
"1423","2010","2",10.2,"Cowangie",0
"1424","2010","3",48.2,"Cowangie",0
"1425","2010","4",29.4,"Cowangie",0
"1426","2010","5",29.2,"Cowangie",0
"1427","2010","6",15.8,"Cowangie",0
"1428","2010","7",25.2,"Cowangie",1
"1429","2010","8",62.8,"Cowangie",1
"1430","2010","9",38,"Cowangie",1
"1431","2010","10",52.2,"Cowangie",1
"1432","2010","11",52.2,"Cowangie",1
"1433","2010","12",112.4,"Cowangie",1
"1434","2011","1",92.4,"Cowangie",0
"1435","2011","2",70.2,"Cowangie",0
"1436","2011","3",59.4,"Cowangie",0
"1437","2011","4",8.4,"Cowangie",0
"1438","2011","5",14.4,"Cowangie",0
"1439","2011","6",18.2,"Cowangie",0
"1440","2011","7",30.6,"Cowangie",1
"1441","2011","8",33.4,"Cowangie",1
"1442","2011","9",17.6,"Cowangie",1
"1443","2011","10",29.6,"Cowangie",1
"1444","2011","11",50.2,"Cowangie",1
"1445","2011","12",44,"Cowangie",1
"1446","2012","1",8,"Cowangie",0
"1447","2012","2",4,"Cowangie",0
"1448","2012","3",59.8,"Cowangie",0
"1449","2012","4",5.4,"Cowangie",0
"1450","2012","5",5.2,"Cowangie",0
"1451","2012","6",18,"Cowangie",0
"1452","2012","7",38.6,"Cowangie",1
"1453","2012","8",14.6,"Cowangie",1
"1454","2012","9",8.5,"Cowangie",1
"1455","2012","10",11.8,"Cowangie",1
"1456","2012","11",10.2,"Cowangie",1
"1457","2012","12",7,"Cowangie",1
"1458","2013","1",9,"Cowangie",0
"1459","2013","2",14.4,"Cowangie",0
"1460","2013","3",2,"Cowangie",0
"1461","2013","4",14.6,"Cowangie",0
"1462","2013","5",29.4,"Cowangie",0
"1463","2013","6",73.6,"Cowangie",0
"1464","2013","7",35,"Cowangie",1
"1465","2013","8",38.2,"Cowangie",1
"1466","2013","9",29.2,"Cowangie",1
"1467","2013","10",17.4,"Cowangie",1
"1468","2013","11",11,"Cowangie",1
"1469","2013","12",12.6,"Cowangie",1
"1470","2014","1",10.6,"Cowangie",0
"1471","2014","2",43.6,"Cowangie",0
"1472","2014","3",12.6,"Cowangie",0
"1473","2014","4",115,"Cowangie",0
"1474","2014","5",26,"Cowangie",0
"1475","2014","6",28.8,"Cowangie",0
"1476","2014","7",23.1,"Cowangie",1
"1477","2014","8",6,"Cowangie",1
"1478","2014","9",33,"Cowangie",1
"1479","2014","10",0,"Cowangie",1
"1480","2014","11",35,"Cowangie",1
"1481","2014","12",29,"Cowangie",1
"1482","2015","1",44,"Cowangie",0
"1483","2015","2",0,"Cowangie",0
"1484","2015","3",1,"Cowangie",0
"1485","2015","4",51.9,"Cowangie",0
"1486","2015","5",25,"Cowangie",0
"1487","2015","6",9,"Cowangie",0
"1488","2015","7",20,"Cowangie",1
"1489","2015","8",13,"Cowangie",1
"1490","2015","9",20,"Cowangie",1
"1491","2015","10",10,"Cowangie",1
"1492","2015","11",47,"Cowangie",1
"1493","2015","12",4,"Cowangie",1
"1494","2016","1",26,"Cowangie",0
"1495","2016","2",4,"Cowangie",0
"1496","2016","3",10,"Cowangie",0
"1497","2016","4",2,"Cowangie",0
"1498","2016","5",59,"Cowangie",0
"1499","2016","6",28,"Cowangie",0
"1500","1996","1",43.8,"Dunluce",0
"1501","1996","2",46.2,"Dunluce",0
"1502","1996","3",59.2,"Dunluce",0
"1503","1996","4",22,"Dunluce",0
"1504","1996","5",27.2,"Dunluce",0
"1505","1996","6",92.4,"Dunluce",0
"1506","1996","7",89.2,"Dunluce",1
"1507","1996","8",66,"Dunluce",1
"1508","1996","9",93.4,"Dunluce",1
"1509","1996","10",20.6,"Dunluce",1
"1510","1996","11",6.8,"Dunluce",1
"1511","1996","12",10.6,"Dunluce",1
"1512","1997","1",49.4,"Dunluce",0
"1513","1997","2",0.8,"Dunluce",0
"1514","1997","3",4.2,"Dunluce",0
"1515","1997","4",3.2,"Dunluce",0
"1516","1997","5",63.4,"Dunluce",0
"1517","1997","6",21.4,"Dunluce",0
"1518","1997","7",16,"Dunluce",1
"1519","1997","8",55,"Dunluce",1
"1520","1997","9",96,"Dunluce",1
"1521","1997","10",23,"Dunluce",1
"1522","1997","11",38.4,"Dunluce",1
"1523","1997","12",3.4,"Dunluce",1
"1524","1998","1",58.1,"Dunluce",0
"1525","1998","2",31.6,"Dunluce",0
"1526","1998","3",0,"Dunluce",0
"1527","1998","4",87.4,"Dunluce",0
"1528","1998","5",10.8,"Dunluce",0
"1529","1998","6",34.8,"Dunluce",0
"1530","1998","7",67.4,"Dunluce",1
"1531","1998","8",19.4,"Dunluce",1
"1532","1998","9",34.4,"Dunluce",1
"1533","1998","10",48.6,"Dunluce",1
"1534","1998","11",48.2,"Dunluce",1
"1535","1998","12",26.6,"Dunluce",1
"1536","1999","1",11.8,"Dunluce",0
"1537","1999","2",55.4,"Dunluce",0
"1538","1999","3",38.8,"Dunluce",0
"1539","1999","4",7,"Dunluce",0
"1540","1999","5",55.4,"Dunluce",0
"1541","1999","6",48.8,"Dunluce",0
"1542","1999","7",23.6,"Dunluce",1
"1543","1999","8",100,"Dunluce",1
"1544","1999","9",25.2,"Dunluce",1
"1545","1999","10",46.6,"Dunluce",1
"1546","1999","11",70.4,"Dunluce",1
"1547","1999","12",76.4,"Dunluce",1
"1548","2000","1",7,"Dunluce",0
"1549","2000","2",47.8,"Dunluce",0
"1550","2000","3",6.6,"Dunluce",0
"1551","2000","4",67,"Dunluce",0
"1552","2000","5",37.4,"Dunluce",0
"1553","2000","6",26.6,"Dunluce",0
"1554","2000","7",62,"Dunluce",1
"1555","2000","8",34.6,"Dunluce",1
"1556","2000","9",56.2,"Dunluce",1
"1557","2000","10",65.6,"Dunluce",1
"1558","2000","11",31.6,"Dunluce",1
"1559","2000","12",23,"Dunluce",1
"1560","2001","1",27.6,"Dunluce",0
"1561","2001","2",2.8,"Dunluce",0
"1562","2001","3",42,"Dunluce",0
"1563","2001","4",18.4,"Dunluce",0
"1564","2001","5",11.4,"Dunluce",0
"1565","2001","6",47.2,"Dunluce",0
"1566","2001","7",20.8,"Dunluce",1
"1567","2001","8",27.8,"Dunluce",1
"1568","2001","9",54.4,"Dunluce",1
"1569","2001","10",47.2,"Dunluce",1
"1570","2001","11",24.6,"Dunluce",1
"1571","2001","12",11.6,"Dunluce",1
"1572","2002","1",9.4,"Dunluce",0
"1573","2002","2",32,"Dunluce",0
"1574","2002","3",7.2,"Dunluce",0
"1575","2002","4",15.6,"Dunluce",0
"1576","2002","5",27,"Dunluce",0
"1577","2002","6",28.6,"Dunluce",0
"1578","2002","7",17.6,"Dunluce",1
"1579","2002","8",26.4,"Dunluce",1
"1580","2002","9",23.8,"Dunluce",1
"1581","2002","10",21.2,"Dunluce",1
"1582","2002","11",16.4,"Dunluce",1
"1583","2002","12",34.6,"Dunluce",1
"1584","2003","1",6.4,"Dunluce",0
"1585","2003","2",48.8,"Dunluce",0
"1586","2003","3",1.2,"Dunluce",0
"1587","2003","4",35.6,"Dunluce",0
"1588","2003","5",33.8,"Dunluce",0
"1589","2003","6",42.2,"Dunluce",0
"1590","2003","7",41.8,"Dunluce",1
"1591","2003","8",100,"Dunluce",1
"1592","2003","9",26.4,"Dunluce",1
"1593","2003","10",56.8,"Dunluce",1
"1594","2003","11",17.6,"Dunluce",1
"1595","2003","12",33.4,"Dunluce",1
"1596","2004","1",19.6,"Dunluce",0
"1597","2004","2",2.8,"Dunluce",0
"1598","2004","3",9.4,"Dunluce",0
"1599","2004","4",10.8,"Dunluce",0
"1600","2004","5",28.6,"Dunluce",0
"1601","2004","6",70.2,"Dunluce",0
"1602","2004","7",39.8,"Dunluce",1
"1603","2004","8",34,"Dunluce",1
"1604","2004","9",38.4,"Dunluce",1
"1605","2004","10",11.2,"Dunluce",1
"1606","2004","11",68.2,"Dunluce",1
"1607","2004","12",39.6,"Dunluce",1
"1608","2005","1",14.6,"Dunluce",0
"1609","2005","2",51.8,"Dunluce",0
"1610","2005","3",3.8,"Dunluce",0
"1611","2005","4",11.2,"Dunluce",0
"1612","2005","5",12.6,"Dunluce",0
"1613","2005","6",79.4,"Dunluce",0
"1614","2005","7",28.8,"Dunluce",1
"1615","2005","8",46,"Dunluce",1
"1616","2005","9",57.6,"Dunluce",1
"1617","2005","10",49.2,"Dunluce",1
"1618","2005","11",33.4,"Dunluce",1
"1619","2005","12",46,"Dunluce",1
"1620","2006","1",30.6,"Dunluce",0
"1621","2006","2",9.2,"Dunluce",0
"1622","2006","3",8.2,"Dunluce",0
"1623","2006","4",30,"Dunluce",0
"1624","2006","5",17.8,"Dunluce",0
"1625","2006","6",26.2,"Dunluce",0
"1626","2006","7",55.4,"Dunluce",1
"1627","2006","8",28,"Dunluce",1
"1628","2006","9",32.2,"Dunluce",1
"1629","2006","10",2,"Dunluce",1
"1630","2006","11",11.4,"Dunluce",1
"1631","2006","12",13.6,"Dunluce",1
"1632","2007","1",75.8,"Dunluce",0
"1633","2007","2",16.6,"Dunluce",0
"1634","2007","3",16,"Dunluce",0
"1635","2007","4",39,"Dunluce",0
"1636","2007","5",106.4,"Dunluce",0
"1637","2007","6",15,"Dunluce",0
"1638","2007","7",49.2,"Dunluce",1
"1639","2007","8",15.8,"Dunluce",1
"1640","2007","9",28.8,"Dunluce",1
"1641","2007","10",7.6,"Dunluce",1
"1642","2007","11",53.4,"Dunluce",1
"1643","2007","12",58.4,"Dunluce",1
"1644","2008","1",20,"Dunluce",0
"1645","2008","2",7.4,"Dunluce",0
"1646","2008","3",15.8,"Dunluce",0
"1647","2008","4",11,"Dunluce",0
"1648","2008","5",28,"Dunluce",0
"1649","2008","6",21.8,"Dunluce",0
"1650","2008","7",53.4,"Dunluce",1
"1651","2008","8",40.4,"Dunluce",1
"1652","2008","9",13.6,"Dunluce",1
"1653","2008","10",6.2,"Dunluce",1
"1654","2008","11",55.4,"Dunluce",1
"1655","2008","12",61.6,"Dunluce",1
"1656","2009","1",0,"Dunluce",0
"1657","2009","2",1.8,"Dunluce",0
"1658","2009","3",19.4,"Dunluce",0
"1659","2009","4",26.4,"Dunluce",0
"1660","2009","5",22,"Dunluce",0
"1661","2009","6",65.4,"Dunluce",0
"1662","2009","7",68.2,"Dunluce",1
"1663","2009","8",45.2,"Dunluce",1
"1664","2009","9",65.8,"Dunluce",1
"1665","2009","10",19.4,"Dunluce",1
"1666","2009","11",95,"Dunluce",1
"1667","2009","12",23.6,"Dunluce",1
"1668","2010","1",8.8,"Dunluce",0
"1669","2010","2",32.2,"Dunluce",0
"1670","2010","3",81.2,"Dunluce",0
"1671","2010","4",68.2,"Dunluce",0
"1672","2010","5",30.6,"Dunluce",0
"1673","2010","6",36.2,"Dunluce",0
"1674","2010","7",49.2,"Dunluce",1
"1675","2010","8",93.4,"Dunluce",1
"1676","2010","9",97.4,"Dunluce",1
"1677","2010","10",118.6,"Dunluce",1
"1678","2010","11",117.4,"Dunluce",1
"1679","2010","12",60.8,"Dunluce",1
"1680","2011","1",215.8,"Dunluce",0
"1681","2011","2",58.6,"Dunluce",0
"1682","2011","3",51.2,"Dunluce",0
"1683","2011","4",13.2,"Dunluce",0
"1684","2011","5",31.2,"Dunluce",0
"1685","2011","6",21,"Dunluce",0
"1686","2011","7",44.8,"Dunluce",1
"1687","2011","8",48.2,"Dunluce",1
"1688","2011","9",15.4,"Dunluce",1
"1689","2011","10",44.8,"Dunluce",1
"1690","2011","11",67,"Dunluce",1
"1691","2011","12",55.4,"Dunluce",1
"1692","2012","1",16,"Dunluce",0
"1693","2012","2",32.8,"Dunluce",0
"1694","2012","3",45.2,"Dunluce",0
"1695","2012","4",14.8,"Dunluce",0
"1696","2012","5",41.6,"Dunluce",0
"1697","2012","6",43.8,"Dunluce",0
"1698","2012","7",47.8,"Dunluce",1
"1699","2012","8",36.2,"Dunluce",1
"1700","2012","9",36.2,"Dunluce",1
"1701","2012","10",14.6,"Dunluce",1
"1702","2012","11",15.2,"Dunluce",1
"1703","2012","12",17.8,"Dunluce",1
"1704","2013","1",0,"Dunluce",0
"1705","2013","2",31.6,"Dunluce",0
"1706","2013","3",6.4,"Dunluce",0
"1707","2013","4",4,"Dunluce",0
"1708","2013","5",15.8,"Dunluce",0
"1709","2013","6",69,"Dunluce",0
"1710","2013","7",73.6,"Dunluce",1
"1711","2013","8",63.6,"Dunluce",1
"1712","2013","9",43.6,"Dunluce",1
"1713","2013","10",50.8,"Dunluce",1
"1714","2013","11",21.4,"Dunluce",1
"1715","2013","12",16.2,"Dunluce",1
"1716","2014","1",29.8,"Dunluce",0
"1717","2014","2",2.4,"Dunluce",0
"1718","2014","3",15,"Dunluce",0
"1719","2014","4",55,"Dunluce",0
"1720","2014","5",23.8,"Dunluce",0
"1721","2014","6",52,"Dunluce",0
"1722","2014","7",45.2,"Dunluce",1
"1723","2014","8",10.8,"Dunluce",1
"1724","2014","9",35.1,"Dunluce",1
"1725","2014","10",10.4,"Dunluce",1
"1726","2014","11",19.6,"Dunluce",1
"1727","2014","11",19.6,"Dunluce",1
"1728","2014","12",8.2,"Dunluce",1
"1729","2015","1",44.4,"Dunluce",0
"1730","2015","1",44.4,"Dunluce",0
"1731","2015","2",18.8,"Dunluce",0
"1732","2015","3",11.2,"Dunluce",0
"1733","2015","4",20,"Dunluce",0
"1734","2015","5",39,"Dunluce",0
"1735","2015","6",35.4,"Dunluce",0
"1736","2015","7",26.2,"Dunluce",1
"1737","2015","7",26.2,"Dunluce",1
"1738","2015","8",14.6,"Dunluce",1
"1739","2015","8",14.6,"Dunluce",1
"1740","2015","9",35.8,"Dunluce",1
"1741","2015","9",35.8,"Dunluce",1
"1742","2015","10",2,"Dunluce",1
"1743","2015","10",2,"Dunluce",1
"1744","2015","11",15.8,"Dunluce",1
"1745","2015","11",15.8,"Dunluce",1
"1746","2015","12",9.4,"Dunluce",1
"1747","2015","12",9.4,"Dunluce",1
"1748","2016","1",18.6,"Dunluce",0
"1749","2016","1",18.6,"Dunluce",0
"1750","2016","2",7,"Dunluce",0
"1751","2016","2",7,"Dunluce",0
"1752","2016","3",33.6,"Dunluce",0
"1753","2016","3",33.6,"Dunluce",0
"1754","2016","4",5.4,"Dunluce",0
"1755","2016","4",5.4,"Dunluce",0
"1756","2016","5",55,"Dunluce",0
"1757","2016","5",55,"Dunluce",0
"1758","2016","6",50,"Dunluce",0
"1759","2016","6",50,"Dunluce",0
"1760","1996","1",65,"Euroa",0
"1761","1996","2",79.6,"Euroa",0
"1762","1996","3",42.8,"Euroa",0
"1763","1996","4",53.2,"Euroa",0
"1764","1996","5",19.2,"Euroa",0
"1765","1996","6",224.2,"Euroa",0
"1766","1996","7",167.4,"Euroa",1
"1767","1996","8",154.8,"Euroa",1
"1768","1996","9",112.2,"Euroa",1
"1769","1996","10",76.2,"Euroa",1
"1770","1996","11",46.8,"Euroa",1
"1771","1996","12",61,"Euroa",1
"1772","1997","1",56.2,"Euroa",0
"1773","1997","2",31.4,"Euroa",0
"1774","1997","3",40.8,"Euroa",0
"1775","1997","4",10.2,"Euroa",0
"1776","1997","5",97.8,"Euroa",0
"1777","1997","6",48,"Euroa",0
"1778","1997","7",20,"Euroa",1
"1779","1997","8",87.8,"Euroa",1
"1780","1997","9",105.2,"Euroa",1
"1781","1997","10",21.4,"Euroa",1
"1782","1997","11",81.2,"Euroa",1
"1783","1997","12",6,"Euroa",1
"1784","1998","1",12.4,"Euroa",0
"1785","1998","2",38,"Euroa",0
"1786","1998","3",6,"Euroa",0
"1787","1998","4",135,"Euroa",0
"1788","1998","5",17.4,"Euroa",0
"1789","1998","6",80.2,"Euroa",0
"1790","1998","7",141.6,"Euroa",1
"1791","1998","8",41.4,"Euroa",1
"1792","1998","9",96,"Euroa",1
"1793","1998","10",84.6,"Euroa",1
"1794","1998","11",84.2,"Euroa",1
"1795","1998","12",21.8,"Euroa",1
"1796","1999","1",14.6,"Euroa",0
"1797","1999","2",30,"Euroa",0
"1798","1999","3",71.8,"Euroa",0
"1799","1999","4",62.6,"Euroa",0
"1800","1999","5",118.4,"Euroa",0
"1801","1999","6",82.4,"Euroa",0
"1802","1999","7",40.4,"Euroa",1
"1803","1999","8",150.2,"Euroa",1
"1804","1999","9",52.8,"Euroa",1
"1805","1999","10",72,"Euroa",1
"1806","1999","11",66.2,"Euroa",1
"1807","1999","12",89.8,"Euroa",1
"1808","2000","1",3.4,"Euroa",0
"1809","2000","2",44,"Euroa",0
"1810","2000","3",21.4,"Euroa",0
"1811","2000","4",40.8,"Euroa",0
"1812","2000","5",117,"Euroa",0
"1813","2000","6",94.2,"Euroa",0
"1814","2000","7",108.8,"Euroa",1
"1815","2000","8",78.6,"Euroa",1
"1816","2000","9",108.2,"Euroa",1
"1817","2000","10",96.8,"Euroa",1
"1818","2000","11",172.8,"Euroa",1
"1819","2000","12",26.6,"Euroa",1
"1820","2001","1",68,"Euroa",0
"1821","2001","2",32.2,"Euroa",0
"1822","2001","3",55.4,"Euroa",0
"1823","2001","4",29.2,"Euroa",0
"1824","2001","5",27.8,"Euroa",0
"1825","2001","6",107.4,"Euroa",0
"1826","2001","7",49.4,"Euroa",1
"1827","2001","8",122.8,"Euroa",1
"1828","2001","9",63.6,"Euroa",1
"1829","2001","10",104.8,"Euroa",1
"1830","2001","11",36.4,"Euroa",1
"1831","2001","12",9.2,"Euroa",1
"1832","2002","1",27,"Euroa",0
"1833","2002","2",42,"Euroa",0
"1834","2002","3",30,"Euroa",0
"1835","2002","4",9,"Euroa",0
"1836","2002","5",28.8,"Euroa",0
"1837","2002","6",119.4,"Euroa",0
"1838","2002","7",47.8,"Euroa",1
"1839","2002","8",28.6,"Euroa",1
"1840","2002","9",55.2,"Euroa",1
"1841","2002","10",26.6,"Euroa",1
"1842","2002","11",54.4,"Euroa",1
"1843","2002","12",24.6,"Euroa",1
"1844","2003","1",61,"Euroa",0
"1845","2003","2",31,"Euroa",0
"1846","2003","3",7.8,"Euroa",0
"1847","2003","4",87,"Euroa",0
"1848","2003","5",67,"Euroa",0
"1849","2003","6",94,"Euroa",0
"1850","2003","7",141,"Euroa",1
"1851","2003","8",104.4,"Euroa",1
"1852","2003","9",59,"Euroa",1
"1853","2003","10",70,"Euroa",1
"1854","2003","11",40.2,"Euroa",1
"1855","2003","12",65.2,"Euroa",1
"1856","2004","1",13.4,"Euroa",0
"1857","2004","2",4.2,"Euroa",0
"1858","2004","3",12,"Euroa",0
"1859","2004","4",15.2,"Euroa",0
"1860","2004","5",56.8,"Euroa",0
"1861","2004","6",104.6,"Euroa",0
"1862","2004","7",97.2,"Euroa",1
"1863","2004","8",95.2,"Euroa",1
"1864","2004","9",109,"Euroa",1
"1865","2004","10",47.4,"Euroa",1
"1866","2004","11",101,"Euroa",1
"1867","2004","12",46.6,"Euroa",1
"1868","2005","1",16.8,"Euroa",0
"1869","2005","2",140.6,"Euroa",0
"1870","2005","3",6.8,"Euroa",0
"1871","2005","4",12.8,"Euroa",0
"1872","2005","5",7,"Euroa",0
"1873","2005","6",130.8,"Euroa",0
"1874","2005","7",104.8,"Euroa",1
"1875","2005","8",147.8,"Euroa",1
"1876","2005","9",49.2,"Euroa",1
"1877","2005","10",95.6,"Euroa",1
"1878","2005","11",71.4,"Euroa",1
"1879","2005","12",59.6,"Euroa",1
"1880","2006","1",69,"Euroa",0
"1881","2006","2",39.6,"Euroa",0
"1882","2006","3",18.4,"Euroa",0
"1883","2006","4",57.6,"Euroa",0
"1884","2006","5",35.4,"Euroa",0
"1885","2006","6",18.6,"Euroa",0
"1886","2006","7",88.2,"Euroa",1
"1887","2006","8",18.8,"Euroa",1
"1888","2006","9",37.4,"Euroa",1
"1889","2006","10",6.6,"Euroa",1
"1890","2006","11",22,"Euroa",1
"1891","2006","12",9.6,"Euroa",1
"1892","2007","1",35.8,"Euroa",0
"1893","2007","2",8.8,"Euroa",0
"1894","2007","3",93.4,"Euroa",0
"1895","2007","4",27.6,"Euroa",0
"1896","2007","5",129.2,"Euroa",0
"1897","2007","6",52.2,"Euroa",0
"1898","2007","7",115.2,"Euroa",1
"1899","2007","8",25.8,"Euroa",1
"1900","2007","9",38.6,"Euroa",1
"1901","2007","10",13.2,"Euroa",1
"1902","2007","11",76.6,"Euroa",1
"1903","2007","12",94.4,"Euroa",1
"1904","2008","1",96.8,"Euroa",0
"1905","2008","2",17.4,"Euroa",0
"1906","2008","3",32,"Euroa",0
"1907","2008","4",11.6,"Euroa",0
"1908","2008","5",59.2,"Euroa",0
"1909","2008","6",34.6,"Euroa",0
"1910","2008","7",111.4,"Euroa",1
"1911","2008","8",74.6,"Euroa",1
"1912","2008","9",17.6,"Euroa",1
"1913","2008","10",13.4,"Euroa",1
"1914","2008","11",120,"Euroa",1
"1915","2008","12",76.4,"Euroa",1
"1916","2009","1",6,"Euroa",0
"1917","2009","2",1,"Euroa",0
"1918","2009","3",30.6,"Euroa",0
"1919","2009","4",94.2,"Euroa",0
"1920","2009","5",21.6,"Euroa",0
"1921","2009","6",70.6,"Euroa",0
"1922","2009","7",79.2,"Euroa",1
"1923","2009","8",78.4,"Euroa",1
"1924","2009","9",76.8,"Euroa",1
"1925","2009","10",58,"Euroa",1
"1926","2009","11",75.8,"Euroa",1
"1927","2009","12",22,"Euroa",1
"1928","2010","1",53.4,"Euroa",0
"1929","2010","2",83.6,"Euroa",0
"1930","2010","3",134,"Euroa",0
"1931","2010","4",103,"Euroa",0
"1932","2010","5",47.2,"Euroa",0
"1933","2010","6",98,"Euroa",0
"1934","2010","7",84,"Euroa",1
"1935","2010","8",158.8,"Euroa",1
"1936","2010","9",109.8,"Euroa",1
"1937","2010","10",122.2,"Euroa",1
"1938","2010","11",118.8,"Euroa",1
"1939","2010","12",126,"Euroa",1
"1940","2011","1",125.8,"Euroa",0
"1941","2011","2",107.6,"Euroa",0
"1942","2011","3",65.4,"Euroa",0
"1943","2011","4",50.6,"Euroa",0
"1944","2011","5",38,"Euroa",0
"1945","2011","6",60.6,"Euroa",0
"1946","2011","7",92,"Euroa",1
"1947","2011","8",71,"Euroa",1
"1948","2011","9",61.8,"Euroa",1
"1949","2011","10",42.8,"Euroa",1
"1950","2011","11",97.8,"Euroa",1
"1951","2011","12",43.4,"Euroa",1
"1952","2012","1",60,"Euroa",0
"1953","2012","2",119.2,"Euroa",0
"1954","2012","3",151,"Euroa",0
"1955","2012","4",34.4,"Euroa",0
"1956","2012","5",45.2,"Euroa",0
"1957","2012","6",83.8,"Euroa",0
"1958","2012","7",117.6,"Euroa",1
"1959","2012","8",95.8,"Euroa",1
"1960","2012","9",34.6,"Euroa",1
"1961","2012","10",22.6,"Euroa",1
"1962","2012","11",14.8,"Euroa",1
"1963","2012","12",33.2,"Euroa",1
"1964","2013","1",0.4,"Euroa",0
"1965","2013","2",91.6,"Euroa",0
"1966","2013","3",28,"Euroa",0
"1967","2013","4",11.6,"Euroa",0
"1968","2013","5",51.6,"Euroa",0
